idx_simulacao;dados;mec_ausencia;pct_ausencia;cluster_algorithm;dim_x_som;dim_y_som;sigma_som;lr_som;max_iter_som;n_clusters_kmd;n_clusters_aggcl;affinity_aggcl;metric_dbscan;min_samples_dbscan;eps_dbscan;order_cluster;order_column;n_clusters_knn
5110138;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;moreCorrelation;10
5110139;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;moreMissing;10
5110140;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;noSort;10
5110141;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;noSort;lessCorrelation;10
5110142;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;noSort;lessMissing;10
5110143;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;noSort;moreCorrelation;10
5110144;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;noSort;moreMissing;10
5110145;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;noSort;noSort;10
5110146;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;random;lessCorrelation;10
5110147;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;random;lessMissing;10
5110148;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;random;moreCorrelation;10
5110149;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;random;moreMissing;10
5110150;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;random;noSort;10
5110151;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;tupleLessMissing;lessCorrelation;10
5110152;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;tupleLessMissing;lessMissing;10
5110153;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;tupleLessMissing;moreCorrelation;10
5110154;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;tupleLessMissing;moreMissing;10
5110155;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;tupleLessMissing;noSort;10
5110156;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;tupleMoreMissing;lessCorrelation;10
5110157;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;tupleMoreMissing;lessMissing;10
