idx_simulacao;dados;mec_ausencia;pct_ausencia;cluster_algorithm;dim_x_som;dim_y_som;sigma_som;lr_som;max_iter_som;n_clusters_kmd;n_clusters_aggcl;affinity_aggcl;metric_dbscan;min_samples_dbscan;eps_dbscan;order_cluster;order_column;n_clusters_knn
7110113;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;tupleLessMissing;moreCorrelation;5
7110114;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;tupleLessMissing;moreMissing;5
7110115;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;tupleLessMissing;noSort;5
7110116;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;tupleMoreMissing;lessCorrelation;5
7110117;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;tupleMoreMissing;lessMissing;5
7110118;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;tupleMoreMissing;moreCorrelation;5
7110119;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;tupleMoreMissing;moreMissing;5
7110120;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;tupleMoreMissing;noSort;5
7110121;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;fieldLessMissing;lessCorrelation;10
7110122;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;fieldLessMissing;lessMissing;10
7110123;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;fieldLessMissing;moreCorrelation;10
7110124;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;fieldLessMissing;moreMissing;10
7110125;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;fieldLessMissing;noSort;10
7110126;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;fieldMoreMissing;lessCorrelation;10
7110127;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;fieldMoreMissing;lessMissing;10
7110128;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;fieldMoreMissing;moreCorrelation;10
7110129;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;fieldMoreMissing;moreMissing;10
7110130;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;fieldMoreMissing;noSort;10
7110131;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;lessCorrelation;10
7110132;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;lessMissing;10
7110133;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;moreCorrelation;10
7110134;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;moreMissing;10
7110135;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;noSort;10
7110136;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;lessCorrelation;10
7110137;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;lessMissing;10
7110138;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;moreCorrelation;10
7110139;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;moreMissing;10
7110140;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;noSort;10
7110141;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;noSort;lessCorrelation;10
7110142;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;noSort;lessMissing;10
7110143;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;noSort;moreCorrelation;10
7110144;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;noSort;moreMissing;10
7110145;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;noSort;noSort;10
7110146;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;random;lessCorrelation;10
7110147;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;random;lessMissing;10
7110148;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;random;moreCorrelation;10
7110149;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;random;moreMissing;10
7110150;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;random;noSort;10
7110151;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;tupleLessMissing;lessCorrelation;10
7110152;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;tupleLessMissing;lessMissing;10
7110153;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;tupleLessMissing;moreCorrelation;10
7110154;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;tupleLessMissing;moreMissing;10
7110155;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;tupleLessMissing;noSort;10
7110156;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;tupleMoreMissing;lessCorrelation;10
7110157;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;tupleMoreMissing;lessMissing;10
7110158;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;tupleMoreMissing;moreCorrelation;10
7110159;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;tupleMoreMissing;moreMissing;10
7110160;electric;MAR;0,1;som;1;14;0,5;0,7;50;;;;;;;tupleMoreMissing;noSort;10
7110161;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldLessMissing;lessCorrelation;1
7110162;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldLessMissing;lessMissing;1
7110163;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldLessMissing;moreCorrelation;1
7110164;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldLessMissing;moreMissing;1
7110165;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldLessMissing;noSort;1
7110166;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldMoreMissing;lessCorrelation;1
7110167;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldMoreMissing;lessMissing;1
7110168;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldMoreMissing;moreCorrelation;1
7110169;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldMoreMissing;moreMissing;1
7110170;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldMoreMissing;noSort;1
7110171;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;lessCorrelation;1
7110172;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;lessMissing;1
7110173;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;moreCorrelation;1
7110174;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;moreMissing;1
7110175;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;noSort;1
7110176;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;lessCorrelation;1
7110177;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;lessMissing;1
7110178;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;moreCorrelation;1
7110179;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;moreMissing;1
7110180;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;noSort;1
7110181;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;noSort;lessCorrelation;1
7110182;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;noSort;lessMissing;1
7110183;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;noSort;moreCorrelation;1
7110184;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;noSort;moreMissing;1
7110185;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;noSort;noSort;1
7110186;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;random;lessCorrelation;1
7110187;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;random;lessMissing;1
7110188;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;random;moreCorrelation;1
7110189;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;random;moreMissing;1
7110190;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;random;noSort;1
7110191;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;tupleLessMissing;lessCorrelation;1
7110192;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;tupleLessMissing;lessMissing;1
7110193;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;tupleLessMissing;moreCorrelation;1
7110194;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;tupleLessMissing;moreMissing;1
7110195;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;tupleLessMissing;noSort;1
7110196;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;tupleMoreMissing;lessCorrelation;1
7110197;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;tupleMoreMissing;lessMissing;1
7110198;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;tupleMoreMissing;moreCorrelation;1
7110199;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;tupleMoreMissing;moreMissing;1
7110200;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;tupleMoreMissing;noSort;1
7110201;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldLessMissing;lessCorrelation;3
7110202;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldLessMissing;lessMissing;3
7110203;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldLessMissing;moreCorrelation;3
7110204;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldLessMissing;moreMissing;3
7110205;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldLessMissing;noSort;3
7110206;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldMoreMissing;lessCorrelation;3
7110207;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldMoreMissing;lessMissing;3
7110208;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldMoreMissing;moreCorrelation;3
7110209;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldMoreMissing;moreMissing;3
7110210;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldMoreMissing;noSort;3
7110211;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;lessCorrelation;3
7110212;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;lessMissing;3
7110213;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;moreCorrelation;3
7110214;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;moreMissing;3
7110215;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;noSort;3
7110216;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;lessCorrelation;3
7110217;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;lessMissing;3
7110218;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;moreCorrelation;3
7110219;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;moreMissing;3
7110220;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;noSort;3
7110221;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;noSort;lessCorrelation;3
7110222;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;noSort;lessMissing;3
7110223;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;noSort;moreCorrelation;3
7110224;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;noSort;moreMissing;3
7110225;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;noSort;noSort;3
7110226;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;random;lessCorrelation;3
7110227;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;random;lessMissing;3
7110228;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;random;moreCorrelation;3
7110229;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;random;moreMissing;3
7110230;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;random;noSort;3
7110231;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;tupleLessMissing;lessCorrelation;3
7110232;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;tupleLessMissing;lessMissing;3
7110233;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;tupleLessMissing;moreCorrelation;3
7110234;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;tupleLessMissing;moreMissing;3
7110235;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;tupleLessMissing;noSort;3
7110236;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;tupleMoreMissing;lessCorrelation;3
7110237;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;tupleMoreMissing;lessMissing;3
7110238;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;tupleMoreMissing;moreCorrelation;3
7110239;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;tupleMoreMissing;moreMissing;3
7110240;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;tupleMoreMissing;noSort;3
7110241;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldLessMissing;lessCorrelation;5
7110242;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldLessMissing;lessMissing;5
7110243;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldLessMissing;moreCorrelation;5
7110244;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldLessMissing;moreMissing;5
7110245;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldLessMissing;noSort;5
7110246;electric;MAR;0,1;som;14;1;0,5;0,7;50;;;;;;;fieldMoreMissing;lessCorrelation;5
